1.5186 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.1661 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [3840, 2160]. Using actual size
6.9386 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000273BD4A3908>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000273BD0804E0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([3840, 2160]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9387 	EXP 	window1: recordFrameIntervals = False
7.1056 	EXP 	window1: recordFrameIntervals = True
7.2885 	EXP 	window1: recordFrameIntervals = False
7.5850 	EXP 	Created Instr_CR_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Instr_CR_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
7.5962 	EXP 	Created circle_frame = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0.0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([-1., -1., -1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='circle_frame', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.25, 0.25]), units='height', vertices=ndarray(...), win=Window(...))
7.6053 	EXP 	Created stim_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=False, mask=None, maskParams=None, name='stim_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
7.6426 	EXP 	Instr_CR_text: autoDraw = True
11.0041 	DATA 	Keypress: h
11.0686 	EXP 	Imported conditions.xlsx as conditions, 8 conditions, 3 params
11.0691 	EXP 	Created sequence: random, trialTypes=8, nReps=10, seed=None
11.0694 	EXP 	New trial (rep=0, index=0): OrderedDict([('Stim', 'b'), ('CorrResp', 'u'), ('imStim', 'media/dbnb.png')])
11.0918 	EXP 	Instr_CR_text: autoDraw = False
11.0918 	EXP 	stim_image: image = 'media/dbnb.png'
11.0918 	EXP 	circle_frame: autoDraw = True
11.0918 	EXP 	stim_image: autoDraw = True
14.9039 	EXP 	New trial (rep=0, index=1): OrderedDict([('Stim', 'd'), ('CorrResp', 'l'), ('imStim', 'media/ddnb.png')])
14.9132 	DATA 	Keypress: h
14.9246 	EXP 	circle_frame: autoDraw = False
14.9246 	EXP 	stim_image: autoDraw = False
14.9246 	EXP 	stim_image: image = 'media/ddnb.png'
14.9246 	EXP 	circle_frame: autoDraw = True
14.9246 	EXP 	stim_image: autoDraw = True
20.1515 	EXP 	New trial (rep=0, index=2): OrderedDict([('Stim', 'a'), ('CorrResp', 'h'), ('imStim', 'media/danb.png')])
20.1600 	DATA 	Keypress: u
20.1780 	EXP 	circle_frame: autoDraw = False
20.1780 	EXP 	stim_image: autoDraw = False
20.1780 	EXP 	stim_image: image = 'media/danb.png'
20.1780 	EXP 	circle_frame: autoDraw = True
20.1780 	EXP 	stim_image: autoDraw = True
21.3964 	EXP 	New trial (rep=0, index=3): OrderedDict([('Stim', 'c'), ('CorrResp', 'i'), ('imStim', 'media/dcnb.png')])
21.4084 	DATA 	Keypress: i
21.4196 	EXP 	circle_frame: autoDraw = False
21.4196 	EXP 	stim_image: autoDraw = False
21.4196 	EXP 	stim_image: image = 'media/dcnb.png'
21.4196 	EXP 	circle_frame: autoDraw = True
21.4196 	EXP 	stim_image: autoDraw = True
22.0130 	EXP 	New trial (rep=0, index=4): OrderedDict([('Stim', 'e'), ('CorrResp', 'h'), ('imStim', 'media/denb.png')])
22.0263 	DATA 	Keypress: l
22.0375 	EXP 	circle_frame: autoDraw = False
22.0375 	EXP 	stim_image: autoDraw = False
22.0375 	EXP 	stim_image: image = 'media/denb.png'
22.0375 	EXP 	circle_frame: autoDraw = True
22.0375 	EXP 	stim_image: autoDraw = True
22.4504 	EXP 	New trial (rep=0, index=5): OrderedDict([('Stim', 'h'), ('CorrResp', 'l'), ('imStim', 'media/dhnb.png')])
22.4594 	DATA 	Keypress: h
22.4707 	EXP 	circle_frame: autoDraw = False
22.4707 	EXP 	stim_image: autoDraw = False
22.4707 	EXP 	stim_image: image = 'media/dhnb.png'
22.4707 	EXP 	circle_frame: autoDraw = True
22.4707 	EXP 	stim_image: autoDraw = True
22.7003 	EXP 	New trial (rep=0, index=6): OrderedDict([('Stim', 'g'), ('CorrResp', 'i'), ('imStim', 'media/dgnb.png')])
22.7095 	DATA 	Keypress: u
22.7208 	EXP 	circle_frame: autoDraw = False
22.7208 	EXP 	stim_image: autoDraw = False
22.7208 	EXP 	stim_image: image = 'media/dgnb.png'
22.7208 	EXP 	circle_frame: autoDraw = True
22.7208 	EXP 	stim_image: autoDraw = True
22.9712 	EXP 	New trial (rep=0, index=7): OrderedDict([('Stim', 'f'), ('CorrResp', 'u'), ('imStim', 'media/dfnb.png')])
22.9826 	DATA 	Keypress: i
22.9975 	EXP 	circle_frame: autoDraw = False
22.9975 	EXP 	stim_image: autoDraw = False
22.9975 	EXP 	stim_image: image = 'media/dfnb.png'
22.9975 	EXP 	circle_frame: autoDraw = True
22.9975 	EXP 	stim_image: autoDraw = True
23.2328 	DATA 	Keypress: l
23.2531 	EXP 	New trial (rep=1, index=0): OrderedDict([('Stim', 'd'), ('CorrResp', 'l'), ('imStim', 'media/ddnb.png')])
23.2751 	EXP 	circle_frame: autoDraw = False
23.2751 	EXP 	stim_image: autoDraw = False
23.2751 	EXP 	stim_image: image = 'media/ddnb.png'
23.2751 	EXP 	circle_frame: autoDraw = True
23.2751 	EXP 	stim_image: autoDraw = True
23.5007 	EXP 	New trial (rep=1, index=1): OrderedDict([('Stim', 'e'), ('CorrResp', 'h'), ('imStim', 'media/denb.png')])
23.5063 	DATA 	Keypress: h
23.5177 	EXP 	circle_frame: autoDraw = False
23.5177 	EXP 	stim_image: autoDraw = False
23.5177 	EXP 	stim_image: image = 'media/denb.png'
23.5177 	EXP 	circle_frame: autoDraw = True
23.5177 	EXP 	stim_image: autoDraw = True
23.7834 	EXP 	New trial (rep=1, index=2): OrderedDict([('Stim', 'h'), ('CorrResp', 'l'), ('imStim', 'media/dhnb.png')])
23.7881 	DATA 	Keypress: u
23.7995 	EXP 	circle_frame: autoDraw = False
23.7995 	EXP 	stim_image: autoDraw = False
23.7995 	EXP 	stim_image: image = 'media/dhnb.png'
23.7995 	EXP 	circle_frame: autoDraw = True
23.7995 	EXP 	stim_image: autoDraw = True
24.0319 	EXP 	New trial (rep=1, index=3): OrderedDict([('Stim', 'b'), ('CorrResp', 'u'), ('imStim', 'media/dbnb.png')])
24.0362 	DATA 	Keypress: i
24.0475 	EXP 	circle_frame: autoDraw = False
24.0475 	EXP 	stim_image: autoDraw = False
24.0475 	EXP 	stim_image: image = 'media/dbnb.png'
24.0475 	EXP 	circle_frame: autoDraw = True
24.0475 	EXP 	stim_image: autoDraw = True
24.3065 	EXP 	New trial (rep=1, index=4): OrderedDict([('Stim', 'g'), ('CorrResp', 'i'), ('imStim', 'media/dgnb.png')])
24.3136 	DATA 	Keypress: l
24.3304 	EXP 	circle_frame: autoDraw = False
24.3304 	EXP 	stim_image: autoDraw = False
24.3304 	EXP 	stim_image: image = 'media/dgnb.png'
24.3304 	EXP 	circle_frame: autoDraw = True
24.3304 	EXP 	stim_image: autoDraw = True
24.6518 	EXP 	New trial (rep=1, index=5): OrderedDict([('Stim', 'c'), ('CorrResp', 'i'), ('imStim', 'media/dcnb.png')])
24.6556 	DATA 	Keypress: h
24.6731 	EXP 	circle_frame: autoDraw = False
24.6731 	EXP 	stim_image: autoDraw = False
24.6731 	EXP 	stim_image: image = 'media/dcnb.png'
24.6731 	EXP 	circle_frame: autoDraw = True
24.6731 	EXP 	stim_image: autoDraw = True
24.8680 	EXP 	New trial (rep=1, index=6): OrderedDict([('Stim', 'f'), ('CorrResp', 'u'), ('imStim', 'media/dfnb.png')])
24.8730 	DATA 	Keypress: u
24.8840 	EXP 	circle_frame: autoDraw = False
24.8840 	EXP 	stim_image: autoDraw = False
24.8840 	EXP 	stim_image: image = 'media/dfnb.png'
24.8840 	EXP 	circle_frame: autoDraw = True
24.8840 	EXP 	stim_image: autoDraw = True
25.0917 	EXP 	New trial (rep=1, index=7): OrderedDict([('Stim', 'a'), ('CorrResp', 'h'), ('imStim', 'media/danb.png')])
25.0951 	DATA 	Keypress: i
25.1060 	EXP 	circle_frame: autoDraw = False
25.1060 	EXP 	stim_image: autoDraw = False
25.1060 	EXP 	stim_image: image = 'media/danb.png'
25.1060 	EXP 	circle_frame: autoDraw = True
25.1060 	EXP 	stim_image: autoDraw = True
25.3089 	EXP 	New trial (rep=2, index=0): OrderedDict([('Stim', 'g'), ('CorrResp', 'i'), ('imStim', 'media/dgnb.png')])
25.3123 	DATA 	Keypress: l
25.3234 	EXP 	circle_frame: autoDraw = False
25.3234 	EXP 	stim_image: autoDraw = False
25.3234 	EXP 	stim_image: image = 'media/dgnb.png'
25.3234 	EXP 	circle_frame: autoDraw = True
