Instr_CR_text.started,Instr_CR_text.stopped,Instr_CR_press.keys,Instr_CR_press.rt,Instr_CR_press.started,Instr_CR_press.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.326930099981837,None,u,5.228893200051971,10.326930099981837,None,,001,2020_Jun_08_2125,Criterion,2020.1.3,60.18951269928999,
