Stim,CorrResp,imStim,CR_trials.thisRepN,CR_trials.thisTrialN,CR_trials.thisN,CR_trials.thisIndex,Instr_CR_text.started,Instr_CR_text.stopped,Instr_CR_press.keys,Instr_CR_press.rt,Instr_CR_press.started,Instr_CR_press.stopped,circle_frame.started,circle_frame.stopped,stim_image.started,stim_image.stopped,CR_key_press.keys,CR_key_press.corr,CR_key_press.rt,CR_key_press.started,CR_key_press.stopped,feedback_circle.started,feedback_circle.stopped,feedback_image.started,feedback_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,7.592193100019358,None,h,0.5187841999577358,7.592193100019358,None,,,,,,,,,,,,,,,001,2020_Jun_08_2217,Criterion,2020.1.3,60.238060805732125,
e,h,media/denb.png,0,0,0,4,,,,,,,8.168507599970326,None,8.168507599970326,None,['h'],0,[0.6567036000778899],8.168507599970326,None,8.871377900009975,None,8.871377900009975,None,,001,2020_Jun_08_2217,Criterion,2020.1.3,60.238060805732125,
g,i,media/dgnb.png,0,1,1,6,,,,,,,9.193718599970452,None,9.193718599970452,None,['u'],0,[0.5492682999465615],9.193718599970452,None,9.770745799993165,None,9.770745799993165,None,,001,2020_Jun_08_2217,Criterion,2020.1.3,60.238060805732125,
f,u,media/dfnb.png,0,2,2,5,,,,,,,10.082723599974997,None,10.082723599974997,None,['i'],0,[3.420303100021556],10.082723599974997,None,13.546333200065419,None,13.546333200065419,None,,001,2020_Jun_08_2217,Criterion,2020.1.3,60.238060805732125,
a,h,media/danb.png,0,3,3,0,,,,,,,13.857419000007212,None,13.857419000007212,None,['l'],0,[0.749852400040254],13.857419000007212,None,14.63446249999106,None,14.63446249999106,None,,001,2020_Jun_08_2217,Criterion,2020.1.3,60.238060805732125,
