Instr_CR_text.started,Instr_CR_text.stopped,Instr_CR_press.keys,Instr_CR_press.rt,Instr_CR_press.started,Instr_CR_press.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.81377899996005,None,h,6.876652400009334,9.81377899996005,None,,001,2020_Jun_08_2122,Criterion,2020.1.3,60.08402149192296,
