1.5139 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
3.5766 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [3840, 2160]. Using actual size
5.3607 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002394D056C50>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002394CDF5828>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([3840, 2160]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.3607 	EXP 	window1: recordFrameIntervals = False
5.5272 	EXP 	window1: recordFrameIntervals = True
5.7103 	EXP 	window1: recordFrameIntervals = False
5.9898 	EXP 	Created Instr_CR_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Instr_CR_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
6.0012 	EXP 	Created circle_frame = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0.0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([-1., -1., -1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=5, name='circle_frame', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.25, 0.25]), units='height', vertices=ndarray(...), win=Window(...))
6.0037 	EXP 	Created stim_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=False, mask=None, maskParams=None, name='stim_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
6.0134 	EXP 	Created feedback_circle = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0.0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([-1., -1., -1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=5, name='feedback_circle', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.25, 0.25]), units='height', vertices=ndarray(...), win=Window(...))
6.0149 	EXP 	Created feedback_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=False, mask=None, maskParams=None, name='feedback_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
6.0519 	EXP 	Instr_CR_text: autoDraw = True
6.5718 	EXP 	Imported conditions.xlsx as conditions, 8 conditions, 3 params
6.5721 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
6.5724 	EXP 	New trial (rep=0, index=0): OrderedDict([('Stim', 'h'), ('CorrResp', 'l'), ('imStim', 'media/dhnb.png')])
6.5779 	DATA 	Keypress: h
6.5880 	EXP 	Instr_CR_text: autoDraw = False
6.5880 	EXP 	stim_image: image = 'media/dhnb.png'
6.5880 	EXP 	circle_frame: autoDraw = True
6.5880 	EXP 	stim_image: autoDraw = True
7.1464 	DATA 	Keypress: h
7.1555 	EXP 	circle_frame: autoDraw = False
7.1555 	EXP 	stim_image: autoDraw = False
7.1555 	EXP 	feedback_circle: lineColor = '[ 1. -1. -1.] (rgb)'
7.1555 	EXP 	feedback_image: color = '[ 1. -1. -1.] (rgb)'
7.1555 	EXP 	feedback_image: image = 'media/dhnb.png'
7.1555 	EXP 	feedback_circle: autoDraw = True
7.1555 	EXP 	feedback_image: autoDraw = True
8.1502 	EXP 	New trial (rep=0, index=1): OrderedDict([('Stim', 'f'), ('CorrResp', 'u'), ('imStim', 'media/dfnb.png')])
8.1664 	EXP 	feedback_circle: autoDraw = False
8.1664 	EXP 	feedback_image: autoDraw = False
8.1664 	EXP 	feedback_circle: autoDraw = False
8.1664 	EXP 	feedback_image: autoDraw = False
8.1664 	EXP 	stim_image: image = 'media/dfnb.png'
8.1664 	EXP 	circle_frame: autoDraw = True
8.1664 	EXP 	stim_image: autoDraw = True
11.7349 	DATA 	Keypress: u
11.7506 	EXP 	circle_frame: autoDraw = False
11.7506 	EXP 	stim_image: autoDraw = False
11.7506 	EXP 	feedback_circle: lineColor = '[0.1 0.5 0.3] (rgb)'
11.7506 	EXP 	feedback_image: color = '[0.1 0.5 0.3] (rgb)'
