CR_trials.thisRepN,CR_trials.thisTrialN,CR_trials.thisN,CR_trials.thisIndex,Stim,CorrResp,imStim,Instr_CR_text.started,Instr_CR_text.stopped,Instr_CR_press.keys,Instr_CR_press.rt,Instr_CR_press.started,Instr_CR_press.stopped,circle_frame.started,circle_frame.stopped,stim_image.started,stim_image.stopped,CR_key_press.keys,CR_key_press.corr,CR_key_press.rt,CR_key_press.started,CR_key_press.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,6.224969299975783,None,h,0.508739500073716,6.224969299975783,None,,,,,,,,,,,001,2020_Jun_08_2218,Criterion,2020.1.3,59.92218503001916,
,,,,,,,,,,,,,6.806365399970673,None,6.806365399970673,None,['h'],0,[0.623057399992831],6.806365399970673,None,,,,,,,
